download_link,filename,date,location,edition
https://web.archive.org/web/20210319123209/https://aeronav.faa.gov/visual/02-25-2021/tac-files/Philadelphia_TAC.zip,web.archive.org_web_20210319123209_aeronav.faa.gov_visual_02-25-2021_tac-files_Philadelphia_TAC.zip,2021-02-25,Philadelphia,Unknown
https://web.archive.org/web/20210319185359/https://aeronav.faa.gov/visual/02-25-2021/tac-files/Pittsburgh_TAC.zip,web.archive.org_web_20210319185359_aeronav.faa.gov_visual_02-25-2021_tac-files_Pittsburgh_TAC.zip,2021-02-25,Pittsburgh,Unknown
https://web.archive.org/web/20210319145011/https://aeronav.faa.gov/visual/02-25-2021/tac-files/Puerto_Rico-VI_TAC.zip,web.archive.org_web_20210319145011_aeronav.faa.gov_visual_02-25-2021_tac-files_Puerto_Rico-VI_TAC.zip,2021-02-25,Puerto Rico-VI,Unknown
https://web.archive.org/web/20210319122824/https://aeronav.faa.gov/visual/02-25-2021/tac-files/San_Diego_TAC.zip,web.archive.org_web_20210319122824_aeronav.faa.gov_visual_02-25-2021_tac-files_San_Diego_TAC.zip,2021-02-25,San Diego,Unknown
https://web.archive.org/web/20210319144846/https://aeronav.faa.gov/visual/02-25-2021/tac-files/Tampa-Orlando_TAC.zip,web.archive.org_web_20210319144846_aeronav.faa.gov_visual_02-25-2021_tac-files_Tampa-Orlando_TAC.zip,2021-02-25,Tampa-Orlando,Unknown
https://web.archive.org/web/20240321141835/https://aeronav.faa.gov/visual/03-21-2024/PDFs/Cape_Lisburne.pdf,web.archive.org_web_20240321141835_aeronav.faa.gov_visual_03-21-2024_PDFs_Cape_Lisburne.pdf,2024-03-21,Cape Lisburne,Unknown
https://web.archive.org/web/20240321141929/https://aeronav.faa.gov/visual/03-21-2024/PDFs/Chicago_Heli.pdf,web.archive.org_web_20240321141929_aeronav.faa.gov_visual_03-21-2024_PDFs_Chicago_Heli.pdf,2024-03-21,Chicago,Unknown
https://web.archive.org/web/20240321141913/https://aeronav.faa.gov/visual/03-21-2024/PDFs/Cincinnati_TAC.pdf,web.archive.org_web_20240321141913_aeronav.faa.gov_visual_03-21-2024_PDFs_Cincinnati_TAC.pdf,2024-03-21,Cincinnati,Unknown
https://web.archive.org/web/20240321141938/https://aeronav.faa.gov/visual/03-21-2024/PDFs/Cleveland_TAC.pdf,web.archive.org_web_20240321141938_aeronav.faa.gov_visual_03-21-2024_PDFs_Cleveland_TAC.pdf,2024-03-21,Cleveland,Unknown
https://web.archive.org/web/20240321141841/https://aeronav.faa.gov/visual/03-21-2024/PDFs/Dallas-Ft_Worth.pdf,web.archive.org_web_20240321141841_aeronav.faa.gov_visual_03-21-2024_PDFs_Dallas-Ft_Worth.pdf,2024-03-21,Dallas-Ft Worth,Unknown
https://web.archive.org/web/20240321141857/https://aeronav.faa.gov/visual/03-21-2024/PDFs/Denver.pdf,web.archive.org_web_20240321141857_aeronav.faa.gov_visual_03-21-2024_PDFs_Denver.pdf,2024-03-21,Denver,Unknown
https://web.archive.org/web/20240321141923/https://aeronav.faa.gov/visual/03-21-2024/PDFs/Dutch_Harbor.pdf,web.archive.org_web_20240321141923_aeronav.faa.gov_visual_03-21-2024_PDFs_Dutch_Harbor.pdf,2024-03-21,Dutch Harbor,Unknown
https://web.archive.org/web/20240321141843/https://aeronav.faa.gov/visual/03-21-2024/PDFs/Houston.pdf,web.archive.org_web_20240321141843_aeronav.faa.gov_visual_03-21-2024_PDFs_Houston.pdf,2024-03-21,Houston,Unknown
https://web.archive.org/web/20240321141832/https://aeronav.faa.gov/visual/03-21-2024/PDFs/Houston_Heli.pdf,web.archive.org_web_20240321141832_aeronav.faa.gov_visual_03-21-2024_PDFs_Houston_Heli.pdf,2024-03-21,Houston,Unknown
https://web.archive.org/web/20240321141905/https://aeronav.faa.gov/visual/03-21-2024/PDFs/Miami_TAC.pdf,web.archive.org_web_20240321141905_aeronav.faa.gov_visual_03-21-2024_PDFs_Miami_TAC.pdf,2024-03-21,Miami,Unknown
https://web.archive.org/web/20240321141919/https://aeronav.faa.gov/visual/03-21-2024/PDFs/Phoenix.pdf,web.archive.org_web_20240321141919_aeronav.faa.gov_visual_03-21-2024_PDFs_Phoenix.pdf,2024-03-21,Phoenix,Unknown
https://web.archive.org/web/20240321141903/https://aeronav.faa.gov/visual/03-21-2024/PDFs/Pittsburgh_TAC.pdf,web.archive.org_web_20240321141903_aeronav.faa.gov_visual_03-21-2024_PDFs_Pittsburgh_TAC.pdf,2024-03-21,Pittsburgh,Unknown
https://web.archive.org/web/20240321141838/https://aeronav.faa.gov/visual/03-21-2024/PDFs/Point_Barrow.pdf,web.archive.org_web_20240321141838_aeronav.faa.gov_visual_03-21-2024_PDFs_Point_Barrow.pdf,2024-03-21,Point Barrow,Unknown
https://web.archive.org/web/20240321141853/https://aeronav.faa.gov/visual/03-21-2024/PDFs/Puerto_Rico-VI_TAC.pdf,web.archive.org_web_20240321141853_aeronav.faa.gov_visual_03-21-2024_PDFs_Puerto_Rico-VI_TAC.pdf,2024-03-21,Puerto Rico-VI,Unknown
https://web.archive.org/web/20240321141917/https://aeronav.faa.gov/visual/03-21-2024/PDFs/St_Louis_TAC.pdf,web.archive.org_web_20240321141917_aeronav.faa.gov_visual_03-21-2024_PDFs_St_Louis_TAC.pdf,2024-03-21,St Louis,Unknown
https://web.archive.org/web/20240321141852/https://aeronav.faa.gov/visual/03-21-2024/PDFs/US_Gulf_Coast_Heli.pdf,web.archive.org_web_20240321141852_aeronav.faa.gov_visual_03-21-2024_PDFs_US_Gulf_Coast_Heli.pdf,2024-03-21,US Gulf Coast,Unknown
https://web.archive.org/web/20240321141928/https://aeronav.faa.gov/visual/03-21-2024/PDFs/Washington.pdf,web.archive.org_web_20240321141928_aeronav.faa.gov_visual_03-21-2024_PDFs_Washington.pdf,2024-03-21,Washington,Unknown
https://web.archive.org/web/20220310154242/https://aeronav.faa.gov/visual/03-24-2022/PDFs/Balt-Wash_Heli.pdf,web.archive.org_web_20220310154242_aeronav.faa.gov_visual_03-24-2022_PDFs_Balt-Wash_Heli.pdf,2022-03-24,Balt-Wash,Unknown
https://web.archive.org/web/20220323233321/https://aeronav.faa.gov/visual/03-24-2022/PDFs/Cheyenne.pdf,web.archive.org_web_20220323233321_aeronav.faa.gov_visual_03-24-2022_PDFs_Cheyenne.pdf,2022-03-24,Cheyenne,Unknown
https://web.archive.org/web/20220323222945/https://aeronav.faa.gov/visual/03-24-2022/PDFs/Denver.pdf,web.archive.org_web_20220323222945_aeronav.faa.gov_visual_03-24-2022_PDFs_Denver.pdf,2022-03-24,Denver,Unknown
https://web.archive.org/web/20220425164214/https://aeronav.faa.gov/visual/03-24-2022/PDFs/San_Francisco.pdf,web.archive.org_web_20220425164214_aeronav.faa.gov_visual_03-24-2022_PDFs_San_Francisco.pdf,2022-03-24,San Francisco,Unknown
https://web.archive.org/web/20220415161052/https://aeronav.faa.gov/visual/03-24-2022/tac-files/Denver_TAC.zip,web.archive.org_web_20220415161052_aeronav.faa.gov_visual_03-24-2022_tac-files_Denver_TAC.zip,2022-03-24,Denver,Unknown
https://web.archive.org/web/20250519103928/https://aeronav.faa.gov/visual/04-17-2025/All_Files/Caribbean.zip,web.archive.org_web_20250519103928_aeronav.faa.gov_visual_04-17-2025_All_Files_Caribbean.zip,2025-04-17,Caribbean,Unknown
https://web.archive.org/web/20250519110628/https://aeronav.faa.gov/visual/04-17-2025/All_Files/Grand_Canyon.zip,web.archive.org_web_20250519110628_aeronav.faa.gov_visual_04-17-2025_All_Files_Grand_Canyon.zip,2025-04-17,Grand Canyon,Unknown
https://web.archive.org/web/20250519110059/https://aeronav.faa.gov/visual/04-17-2025/All_Files/Helicopter.zip,web.archive.org_web_20250519110059_aeronav.faa.gov_visual_04-17-2025_All_Files_Helicopter.zip,2025-04-17,Helicopter,Unknown
https://web.archive.org/web/20250802195307/https://aeronav.faa.gov/visual/04-17-2025/All_Files/Planning.zip,web.archive.org_web_20250802195307_aeronav.faa.gov_visual_04-17-2025_All_Files_Planning.zip,2025-04-17,Planning,Unknown
https://web.archive.org/web/20250519104728/https://aeronav.faa.gov/visual/04-17-2025/All_Files/Sectional.zip,web.archive.org_web_20250519104728_aeronav.faa.gov_visual_04-17-2025_All_Files_Sectional.zip,2025-04-17,Sectional,Unknown
https://web.archive.org/web/20250519103120/https://aeronav.faa.gov/visual/04-17-2025/All_Files/Terminal.zip,web.archive.org_web_20250519103120_aeronav.faa.gov_visual_04-17-2025_All_Files_Terminal.zip,2025-04-17,Terminal,Unknown
https://web.archive.org/web/20250519105826/https://aeronav.faa.gov/visual/04-17-2025/Caribbean/Caribbean_1_VFR.zip,web.archive.org_web_20250519105826_aeronav.faa.gov_visual_04-17-2025_Caribbean_Caribbean_1_VFR.zip,2025-04-17,Caribbean 1 VFR,Unknown
https://web.archive.org/web/20250519110238/https://aeronav.faa.gov/visual/04-17-2025/Caribbean/Caribbean_2_VFR.zip,web.archive.org_web_20250519110238_aeronav.faa.gov_visual_04-17-2025_Caribbean_Caribbean_2_VFR.zip,2025-04-17,Caribbean 2 VFR,Unknown
https://web.archive.org/web/20250802212324/https://aeronav.faa.gov/visual/04-17-2025/Grand_Canyon_files/Grand_Canyon.zip,web.archive.org_web_20250802212324_aeronav.faa.gov_visual_04-17-2025_Grand_Canyon_files_Grand_Canyon.zip,2025-04-17,Grand Canyon,Unknown
https://web.archive.org/web/20250802194721/https://aeronav.faa.gov/visual/04-17-2025/Heli_files/Balt-Wash_Heli.zip,web.archive.org_web_20250802194721_aeronav.faa.gov_visual_04-17-2025_Heli_files_Balt-Wash_Heli.zip,2025-04-17,Balt-Wash,Unknown
https://web.archive.org/web/20250802194657/https://aeronav.faa.gov/visual/04-17-2025/Heli_files/Boston_Heli.zip,web.archive.org_web_20250802194657_aeronav.faa.gov_visual_04-17-2025_Heli_files_Boston_Heli.zip,2025-04-17,Boston,Unknown
https://web.archive.org/web/20250802194609/https://aeronav.faa.gov/visual/04-17-2025/Heli_files/US_Gulf_Coast_Heli.zip,web.archive.org_web_20250802194609_aeronav.faa.gov_visual_04-17-2025_Heli_files_US_Gulf_Coast_Heli.zip,2025-04-17,US Gulf Coast,Unknown
https://web.archive.org/web/20250404124456/https://aeronav.faa.gov/visual/04-17-2025/PDFs/Anchorage-Fairbanks_TAC.pdf,web.archive.org_web_20250404124456_aeronav.faa.gov_visual_04-17-2025_PDFs_Anchorage-Fairbanks_TAC.pdf,2025-04-17,Anchorage-Fairbanks,Unknown
https://web.archive.org/web/20250402162807/https://aeronav.faa.gov/visual/04-17-2025/PDFs/Balt-Wash_Heli.pdf,web.archive.org_web_20250402162807_aeronav.faa.gov_visual_04-17-2025_PDFs_Balt-Wash_Heli.pdf,2025-04-17,Balt-Wash,Unknown
https://web.archive.org/web/20250402191950/https://aeronav.faa.gov/visual/04-17-2025/PDFs/Baltimore-Washington_TAC.pdf,web.archive.org_web_20250402191950_aeronav.faa.gov_visual_04-17-2025_PDFs_Baltimore-Washington_TAC.pdf,2025-04-17,Baltimore-Washington,Unknown
https://web.archive.org/web/20250402162008/https://aeronav.faa.gov/visual/04-17-2025/PDFs/Boston_Heli.pdf,web.archive.org_web_20250402162008_aeronav.faa.gov_visual_04-17-2025_PDFs_Boston_Heli.pdf,2025-04-17,Boston,Unknown
https://web.archive.org/web/20250404080434/https://aeronav.faa.gov/visual/04-17-2025/PDFs/Boston_TAC.pdf,web.archive.org_web_20250404080434_aeronav.faa.gov_visual_04-17-2025_PDFs_Boston_TAC.pdf,2025-04-17,Boston,Unknown
https://web.archive.org/web/20250418190019/https://aeronav.faa.gov/visual/04-17-2025/PDFs/Caribbean_1_VFR.pdf,web.archive.org_web_20250418190019_aeronav.faa.gov_visual_04-17-2025_PDFs_Caribbean_1_VFR.pdf,2025-04-17,Caribbean 1 VFR,Unknown
https://web.archive.org/web/20250418164119/https://aeronav.faa.gov/visual/04-17-2025/PDFs/Caribbean_2_VFR.pdf,web.archive.org_web_20250418164119_aeronav.faa.gov_visual_04-17-2025_PDFs_Caribbean_2_VFR.pdf,2025-04-17,Caribbean 2 VFR,Unknown
https://web.archive.org/web/20250402164027/https://aeronav.faa.gov/visual/04-17-2025/PDFs/Cleveland_TAC.pdf,web.archive.org_web_20250402164027_aeronav.faa.gov_visual_04-17-2025_PDFs_Cleveland_TAC.pdf,2025-04-17,Cleveland,Unknown
https://web.archive.org/web/20250404061709/https://aeronav.faa.gov/visual/04-17-2025/PDFs/Grand_Canyon_VFR.pdf,web.archive.org_web_20250404061709_aeronav.faa.gov_visual_04-17-2025_PDFs_Grand_Canyon_VFR.pdf,2025-04-17,Grand Canyon VFR,Unknown
https://web.archive.org/web/20250402152935/https://aeronav.faa.gov/visual/04-17-2025/PDFs/Minneapolis-St_Paul_TAC.pdf,web.archive.org_web_20250402152935_aeronav.faa.gov_visual_04-17-2025_PDFs_Minneapolis-St_Paul_TAC.pdf,2025-04-17,Minneapolis-St Paul,Unknown
https://web.archive.org/web/20250402181458/https://aeronav.faa.gov/visual/04-17-2025/PDFs/Philadelphia_TAC.pdf,web.archive.org_web_20250402181458_aeronav.faa.gov_visual_04-17-2025_PDFs_Philadelphia_TAC.pdf,2025-04-17,Philadelphia,Unknown
https://web.archive.org/web/20250404064037/https://aeronav.faa.gov/visual/04-17-2025/PDFs/Pittsburgh_TAC.pdf,web.archive.org_web_20250404064037_aeronav.faa.gov_visual_04-17-2025_PDFs_Pittsburgh_TAC.pdf,2025-04-17,Pittsburgh,Unknown
https://web.archive.org/web/20250404064300/https://aeronav.faa.gov/visual/04-17-2025/PDFs/Puerto_Rico-VI_TAC.pdf,web.archive.org_web_20250404064300_aeronav.faa.gov_visual_04-17-2025_PDFs_Puerto_Rico-VI_TAC.pdf,2025-04-17,Puerto Rico-VI,Unknown
https://web.archive.org/web/20250402153720/https://aeronav.faa.gov/visual/04-17-2025/PDFs/San_Diego_TAC.pdf,web.archive.org_web_20250402153720_aeronav.faa.gov_visual_04-17-2025_PDFs_San_Diego_TAC.pdf,2025-04-17,San Diego,Unknown
https://web.archive.org/web/20250402153907/https://aeronav.faa.gov/visual/04-17-2025/PDFs/Tampa-Orlando_TAC.pdf,web.archive.org_web_20250402153907_aeronav.faa.gov_visual_04-17-2025_PDFs_Tampa-Orlando_TAC.pdf,2025-04-17,Tampa-Orlando,Unknown
https://web.archive.org/web/20250402163628/https://aeronav.faa.gov/visual/04-17-2025/PDFs/US_Gulf_Coast_Heli.pdf,web.archive.org_web_20250402163628_aeronav.faa.gov_visual_04-17-2025_PDFs_US_Gulf_Coast_Heli.pdf,2025-04-17,US Gulf Coast,Unknown
https://web.archive.org/web/20250802203200/https://aeronav.faa.gov/visual/04-17-2025/Planning/AK_WallPlan.zip,web.archive.org_web_20250802203200_aeronav.faa.gov_visual_04-17-2025_Planning_AK_WallPlan.zip,2025-04-17,AK WallPlan,Unknown
https://web.archive.org/web/20250802203141/https://aeronav.faa.gov/visual/04-17-2025/Planning/US_WallPlan.zip,web.archive.org_web_20250802203141_aeronav.faa.gov_visual_04-17-2025_Planning_US_WallPlan.zip,2025-04-17,US WallPlan,Unknown
https://web.archive.org/web/20250519110417/https://aeronav.faa.gov/visual/04-17-2025/grand_canyon_files/Grand_Canyon.zip,web.archive.org_web_20250519110417_aeronav.faa.gov_visual_04-17-2025_grand_canyon_files_Grand_Canyon.zip,2025-04-17,Grand Canyon,Unknown
https://web.archive.org/web/20250519105755/https://aeronav.faa.gov/visual/04-17-2025/heli_files/Balt-Wash_Heli.zip,web.archive.org_web_20250519105755_aeronav.faa.gov_visual_04-17-2025_heli_files_Balt-Wash_Heli.zip,2025-04-17,Balt-Wash,Unknown
https://web.archive.org/web/20250519105952/https://aeronav.faa.gov/visual/04-17-2025/heli_files/Boston_Heli.zip,web.archive.org_web_20250519105952_aeronav.faa.gov_visual_04-17-2025_heli_files_Boston_Heli.zip,2025-04-17,Boston,Unknown
https://web.archive.org/web/20250519110854/https://aeronav.faa.gov/visual/04-17-2025/heli_files/US_Gulf_Coast_Heli.zip,web.archive.org_web_20250519110854_aeronav.faa.gov_visual_04-17-2025_heli_files_US_Gulf_Coast_Heli.zip,2025-04-17,US Gulf Coast,Unknown
https://web.archive.org/web/20250519104442/https://aeronav.faa.gov/visual/04-17-2025/tac-files/Anchorage-Fairbanks_TAC.zip,web.archive.org_web_20250519104442_aeronav.faa.gov_visual_04-17-2025_tac-files_Anchorage-Fairbanks_TAC.zip,2025-04-17,Anchorage-Fairbanks,Unknown
https://web.archive.org/web/20250519110858/https://aeronav.faa.gov/visual/04-17-2025/tac-files/Baltimore-Washington_TAC.zip,web.archive.org_web_20250519110858_aeronav.faa.gov_visual_04-17-2025_tac-files_Baltimore-Washington_TAC.zip,2025-04-17,Baltimore-Washington,Unknown
https://web.archive.org/web/20250519110252/https://aeronav.faa.gov/visual/04-17-2025/tac-files/Boston_TAC.zip,web.archive.org_web_20250519110252_aeronav.faa.gov_visual_04-17-2025_tac-files_Boston_TAC.zip,2025-04-17,Boston,Unknown
https://web.archive.org/web/20250519104327/https://aeronav.faa.gov/visual/04-17-2025/tac-files/Cleveland_TAC.zip,web.archive.org_web_20250519104327_aeronav.faa.gov_visual_04-17-2025_tac-files_Cleveland_TAC.zip,2025-04-17,Cleveland,Unknown
https://web.archive.org/web/20250519104516/https://aeronav.faa.gov/visual/04-17-2025/tac-files/Minneapolis-St_Paul_TAC.zip,web.archive.org_web_20250519104516_aeronav.faa.gov_visual_04-17-2025_tac-files_Minneapolis-St_Paul_TAC.zip,2025-04-17,Minneapolis-St Paul,Unknown
https://web.archive.org/web/20250519110852/https://aeronav.faa.gov/visual/04-17-2025/tac-files/Philadelphia_TAC.zip,web.archive.org_web_20250519110852_aeronav.faa.gov_visual_04-17-2025_tac-files_Philadelphia_TAC.zip,2025-04-17,Philadelphia,Unknown
https://web.archive.org/web/20250519103343/https://aeronav.faa.gov/visual/04-17-2025/tac-files/Pittsburgh_TAC.zip,web.archive.org_web_20250519103343_aeronav.faa.gov_visual_04-17-2025_tac-files_Pittsburgh_TAC.zip,2025-04-17,Pittsburgh,Unknown
https://web.archive.org/web/20250519110812/https://aeronav.faa.gov/visual/04-17-2025/tac-files/Puerto_Rico-VI_TAC.zip,web.archive.org_web_20250519110812_aeronav.faa.gov_visual_04-17-2025_tac-files_Puerto_Rico-VI_TAC.zip,2025-04-17,Puerto Rico-VI,Unknown
https://web.archive.org/web/20250519110926/https://aeronav.faa.gov/visual/04-17-2025/tac-files/San_Diego_TAC.zip,web.archive.org_web_20250519110926_aeronav.faa.gov_visual_04-17-2025_tac-files_San_Diego_TAC.zip,2025-04-17,San Diego,Unknown
https://web.archive.org/web/20250519101543/https://aeronav.faa.gov/visual/04-17-2025/tac-files/Tampa-Orlando_TAC.zip,web.archive.org_web_20250519101543_aeronav.faa.gov_visual_04-17-2025_tac-files_Tampa-Orlando_TAC.zip,2025-04-17,Tampa-Orlando,Unknown
https://web.archive.org/web/20230429181118/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Anchorage-Fairbanks_TAC.pdf,web.archive.org_web_20230429181118_aeronav.faa.gov_visual_04-20-2023_PDFs_Anchorage-Fairbanks_TAC.pdf,2023-04-20,Anchorage-Fairbanks,Unknown
https://web.archive.org/web/20230429181140/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Balt-Wash_Heli.pdf,web.archive.org_web_20230429181140_aeronav.faa.gov_visual_04-20-2023_PDFs_Balt-Wash_Heli.pdf,2023-04-20,Balt-Wash,Unknown
https://web.archive.org/web/20230429181119/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Baltimore-Washington_TAC.pdf,web.archive.org_web_20230429181119_aeronav.faa.gov_visual_04-20-2023_PDFs_Baltimore-Washington_TAC.pdf,2023-04-20,Baltimore-Washington,Unknown
https://web.archive.org/web/20230429191105/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Bethel.pdf,web.archive.org_web_20230429191105_aeronav.faa.gov_visual_04-20-2023_PDFs_Bethel.pdf,2023-04-20,Bethel,Unknown
https://web.archive.org/web/20230429181135/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Charlotte.pdf,web.archive.org_web_20230429181135_aeronav.faa.gov_visual_04-20-2023_PDFs_Charlotte.pdf,2023-04-20,Charlotte,Unknown
https://web.archive.org/web/20230429191111/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Cleveland_TAC.pdf,web.archive.org_web_20230429191111_aeronav.faa.gov_visual_04-20-2023_PDFs_Cleveland_TAC.pdf,2023-04-20,Cleveland,Unknown
https://web.archive.org/web/20230429181109/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Dallas-Ft_Worth_Heli.pdf,web.archive.org_web_20230429181109_aeronav.faa.gov_visual_04-20-2023_PDFs_Dallas-Ft_Worth_Heli.pdf,2023-04-20,Dallas-Ft Worth,Unknown
https://web.archive.org/web/20230429191105/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Denver_TAC.pdf,web.archive.org_web_20230429191105_aeronav.faa.gov_visual_04-20-2023_PDFs_Denver_TAC.pdf,2023-04-20,Denver,Unknown
https://web.archive.org/web/20230429181126/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Detroit.pdf,web.archive.org_web_20230429181126_aeronav.faa.gov_visual_04-20-2023_PDFs_Detroit.pdf,2023-04-20,Detroit,Unknown
https://web.archive.org/web/20230429191111/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Detroit_Heli.pdf,web.archive.org_web_20230429191111_aeronav.faa.gov_visual_04-20-2023_PDFs_Detroit_Heli.pdf,2023-04-20,Detroit,Unknown
https://web.archive.org/web/20230429191105/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Detroit_TAC.pdf,web.archive.org_web_20230429191105_aeronav.faa.gov_visual_04-20-2023_PDFs_Detroit_TAC.pdf,2023-04-20,Detroit,Unknown
https://web.archive.org/web/20230429181242/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Green_Bay.pdf,web.archive.org_web_20230429181242_aeronav.faa.gov_visual_04-20-2023_PDFs_Green_Bay.pdf,2023-04-20,Green Bay,Unknown
https://web.archive.org/web/20230429191104/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Halifax.pdf,web.archive.org_web_20230429191104_aeronav.faa.gov_visual_04-20-2023_PDFs_Halifax.pdf,2023-04-20,Halifax,Unknown
https://web.archive.org/web/20230429181133/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Houston_Heli.pdf,web.archive.org_web_20230429181133_aeronav.faa.gov_visual_04-20-2023_PDFs_Houston_Heli.pdf,2023-04-20,Houston,Unknown
https://web.archive.org/web/20230429181148/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Houston_TAC.pdf,web.archive.org_web_20230429181148_aeronav.faa.gov_visual_04-20-2023_PDFs_Houston_TAC.pdf,2023-04-20,Houston,Unknown
https://web.archive.org/web/20230429191105/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Juneau.pdf,web.archive.org_web_20230429191105_aeronav.faa.gov_visual_04-20-2023_PDFs_Juneau.pdf,2023-04-20,Juneau,Unknown
https://web.archive.org/web/20230429191104/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Lake_Huron.pdf,web.archive.org_web_20230429191104_aeronav.faa.gov_visual_04-20-2023_PDFs_Lake_Huron.pdf,2023-04-20,Lake Huron,Unknown
https://web.archive.org/web/20230429181157/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Las_Vegas_TAC.pdf,web.archive.org_web_20230429181157_aeronav.faa.gov_visual_04-20-2023_PDFs_Las_Vegas_TAC.pdf,2023-04-20,Las Vegas,Unknown
https://web.archive.org/web/20230429181207/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Los_Angeles_Heli.pdf,web.archive.org_web_20230429181207_aeronav.faa.gov_visual_04-20-2023_PDFs_Los_Angeles_Heli.pdf,2023-04-20,Los Angeles,Unknown
https://web.archive.org/web/20230429181115/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Los_Angeles_TAC.pdf,web.archive.org_web_20230429181115_aeronav.faa.gov_visual_04-20-2023_PDFs_Los_Angeles_TAC.pdf,2023-04-20,Los Angeles,Unknown
https://web.archive.org/web/20230429191105/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Minneapolis-St_Paul_TAC.pdf,web.archive.org_web_20230429191105_aeronav.faa.gov_visual_04-20-2023_PDFs_Minneapolis-St_Paul_TAC.pdf,2023-04-20,Minneapolis-St Paul,Unknown
https://web.archive.org/web/20230429181141/https://aeronav.faa.gov/visual/04-20-2023/PDFs/New_York_Heli.pdf,web.archive.org_web_20230429181141_aeronav.faa.gov_visual_04-20-2023_PDFs_New_York_Heli.pdf,2023-04-20,New York,Unknown
https://web.archive.org/web/20230429181230/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Nome.pdf,web.archive.org_web_20230429181230_aeronav.faa.gov_visual_04-20-2023_PDFs_Nome.pdf,2023-04-20,Nome,Unknown
https://web.archive.org/web/20230429181119/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Phoenix.pdf,web.archive.org_web_20230429181119_aeronav.faa.gov_visual_04-20-2023_PDFs_Phoenix.pdf,2023-04-20,Phoenix,Unknown
https://web.archive.org/web/20230429191104/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Phoenix_TAC.pdf,web.archive.org_web_20230429191104_aeronav.faa.gov_visual_04-20-2023_PDFs_Phoenix_TAC.pdf,2023-04-20,Phoenix,Unknown
https://web.archive.org/web/20230429181145/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Point_Barrow.pdf,web.archive.org_web_20230429181145_aeronav.faa.gov_visual_04-20-2023_PDFs_Point_Barrow.pdf,2023-04-20,Point Barrow,Unknown
https://web.archive.org/web/20230429181203/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Salt_Lake_City_TAC.pdf,web.archive.org_web_20230429181203_aeronav.faa.gov_visual_04-20-2023_PDFs_Salt_Lake_City_TAC.pdf,2023-04-20,Salt Lake City,Unknown
https://web.archive.org/web/20230429181152/https://aeronav.faa.gov/visual/04-20-2023/PDFs/San_Antonio.pdf,web.archive.org_web_20230429181152_aeronav.faa.gov_visual_04-20-2023_PDFs_San_Antonio.pdf,2023-04-20,San Antonio,Unknown
https://web.archive.org/web/20230429181114/https://aeronav.faa.gov/visual/04-20-2023/PDFs/San_Diego_TAC.pdf,web.archive.org_web_20230429181114_aeronav.faa.gov_visual_04-20-2023_PDFs_San_Diego_TAC.pdf,2023-04-20,San Diego,Unknown
https://web.archive.org/web/20230429181201/https://aeronav.faa.gov/visual/04-20-2023/PDFs/San_Francisco.pdf,web.archive.org_web_20230429181201_aeronav.faa.gov_visual_04-20-2023_PDFs_San_Francisco.pdf,2023-04-20,San Francisco,Unknown
https://web.archive.org/web/20230509214642/https://aeronav.faa.gov/visual/04-20-2023/PDFs/San_Francisco_TAC.pdf,web.archive.org_web_20230509214642_aeronav.faa.gov_visual_04-20-2023_PDFs_San_Francisco_TAC.pdf,2023-04-20,San Francisco,Unknown
https://web.archive.org/web/20230429191109/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Seattle.pdf,web.archive.org_web_20230429191109_aeronav.faa.gov_visual_04-20-2023_PDFs_Seattle.pdf,2023-04-20,Seattle,Unknown
https://web.archive.org/web/20230429191105/https://aeronav.faa.gov/visual/04-20-2023/PDFs/St_Louis_TAC.pdf,web.archive.org_web_20230429191105_aeronav.faa.gov_visual_04-20-2023_PDFs_St_Louis_TAC.pdf,2023-04-20,St Louis,Unknown
https://web.archive.org/web/20230429181219/https://aeronav.faa.gov/visual/04-20-2023/PDFs/Wichita.pdf,web.archive.org_web_20230429181219_aeronav.faa.gov_visual_04-20-2023_PDFs_Wichita.pdf,2023-04-20,Wichita,Unknown
