source_kind,group,name,status,detail,size_mb,modified,paths
local_file,sectionalproject_renamed,202405.tiff,missing,no match in dole,879.2,2025-11-17,/Volumes/projects/SectionalProject/1.TIFFs/202405.tiff | /Volumes/projects/SectionalProject/0.Master Files/202405.pdf
local_file,sectionalproject_renamed,202407.tiff,missing,no match in dole,879.2,2025-11-17,/Volumes/projects/SectionalProject/1.TIFFs/202407.tiff | /Volumes/projects/SectionalProject/0.Master Files/202407.pdf
local_file,sectionalproject_renamed,202409.tif,missing,no match in dole,65.5,2024-08-12,/Volumes/projects/SectionalProject/1.TIFFs/202409.tif | /Volumes/projects/SectionalProject/0.Master Files/202409.tif | /Volumes/projects/SectionalProject/2.GeoTIFFs/202409_geo.tif | /Volumes/projects/SectionalProject/3.COGs/202409_geo_COG.tif
local_file,sectionalproject_renamed,202410.tif,missing,no match in dole,65.5,2024-10-07,/Volumes/projects/SectionalProject/1.TIFFs/202410.tif | /Volumes/projects/SectionalProject/0.Master Files/202410.tif | /Volumes/projects/SectionalProject/2.GeoTIFFs/202410_geo.tif | /Volumes/projects/SectionalProject/3.COGs/202410_geo_COG.tif
local_file,sectionalproject_renamed,202412.tif,missing,no match in dole,65.5,2024-11-29,/Volumes/projects/SectionalProject/1.TIFFs/202412.tif | /Volumes/projects/SectionalProject/0.Master Files/202412.tif | /Volumes/projects/SectionalProject/2.GeoTIFFs/202412_geo.tif | /Volumes/projects/SectionalProject/3.COGs/202412_geo_COG.tif
local_file,sectionalproject_renamed,202502.tif,missing,no match in dole,65.6,2025-01-27,/Volumes/projects/SectionalProject/1.TIFFs/202502.tif | /Volumes/projects/SectionalProject/0.Master Files/202502.tif | /Volumes/projects/SectionalProject/2.GeoTIFFs/202502_geo.tif | /Volumes/projects/SectionalProject/3.COGs/202502_geo_COG.tif
local_file,sectionalproject_renamed,202504.tiff,missing,no match in dole,879.2,2025-11-17,/Volumes/projects/SectionalProject/1.TIFFs/202504.tiff | /Volumes/projects/SectionalProject/0.Master Files/202504.pdf
local_file,sectionalproject_renamed,202506.tiff,missing,no match in dole,879.2,2025-11-17,/Volumes/projects/SectionalProject/1.TIFFs/202506.tiff | /Volumes/projects/SectionalProject/0.Master Files/202506.pdf
local_file,sectionalproject_renamed,202508.tiff,missing,no match in dole,879.2,2025-11-17,/Volumes/projects/SectionalProject/1.TIFFs/202508.tiff | /Volumes/projects/SectionalProject/0.Master Files/202508.pdf
local_file,wasp_scan,WASP_02-2007-02-423_02.tif,missing,no match in dole,520.1,2026-01-08,/Volumes/projects/rawtiffs/WASP_02-2007-02-423_02.tif
local_file,wasp_scan,WASP_02-2007-02-427_02.tif,missing,no match in dole,548.9,2026-01-08,/Volumes/projects/rawtiffs/WASP_02-2007-02-427_02.tif
