filename,location,date,field,old,new,how
ca000708.tif,"Chattanooga, TN",1942-08-20,end_date,,1943-03-14,"date + typical period (loc median +-6y (n=15), typ 206d); was missing"
ca000675r.tif,"Chattanooga, TN",1961-01-31,end_date,,1961-08-02,"date + typical period (loc median +-6y (n=16), typ 183d); was missing"
ca000763.tif,"Cheyenne, WY",1940-04-01,end_date,,1940-12-11,"date + typical period (loc median +-6y (n=10), typ 254d); was missing"
ca000728r.tif,"Cheyenne, WY",1960-11-22,end_date,,1961-05-24,"date + typical period (loc median +-6y (n=13), typ 183d); was missing"
ca000814.tif,"Chicago, IL",1940-02-01,end_date,,1940-09-02,"date + typical period (loc median +-6y (n=13), typ 214d); was missing"
ca000811.tif,"Chicago, IL",1942-10-22,end_date,,1943-04-25,"date + typical period (loc median +-6y (n=14), typ 185d); was missing"
ca000779r.tif,"Chicago, IL",1961-01-11,end_date,,1961-07-16,"date + typical period (loc median +-6y (n=14), typ 186d); was missing"
ca000778r.tif,"Chicago, IL",1963-05-30,end_date,,1963-11-28,"date + typical period (loc median +-6y (n=14), typ 182d); was missing"
ca000768r.tif,"Chicago, IL",1970-05-28,end_date,,1970-12-10,"date + typical period (loc median +-6y (n=9), typ 196d); was missing"
ca000877.tif,"Cincinnati, OH",1937-02-01,end_date,,1937-08-17,"date + typical period (loc median +-6y (n=16), typ 197d); was missing"
ca000838r.tif,"Cincinnati, OH",1960-12-30,end_date,,1961-06-27,"date + typical period (loc median +-6y (n=15), typ 179d); was missing"
ca000928.tif,"Cleveland, OH",1940-03-01,end_date,,1940-08-16,"date + typical period (loc median +-6y (n=10), typ 168d); was missing"
WASP_02-2007-02-425_01.tif,"Cleveland, OH",1943-11-11,end_date,,1944-05-17,"date + typical period (loc median +-6y (n=7), typ 188d); was missing"
ca000920r.tif,"Cleveland, OH",1950-06-30,end_date,1950-06-30,1950-11-24,copied from same-date twin
ca000909r.tif,"Cleveland, OH",1955-07-14,end_date,1955-07-14,1955-12-28,copied from same-date twin
ca000899r.tif,"Cleveland, OH",1961-01-10,end_date,,1961-07-15,"date + typical period (loc median +-6y (n=13), typ 186d); was missing"
ca000898r.tif,"Cleveland, OH",1963-05-30,end_date,,1963-11-28,"date + typical period (loc median +-6y (n=14), typ 182d); was missing"
ca000984.tif,"Corpus Christi, TX",1941-06-01,end_date,,1941-12-01,"date + typical period (loc median +-6y (n=9), typ 183d); was missing"
ca000951r.tif,"Corpus Christi, TX",1961-02-20,end_date,,1961-08-15,"date + typical period (loc median +-6y (n=16), typ 176d); was missing"
ca001039.tif,"Dallas, TX",1936-12-01,end_date,,1937-06-17,"date + typical period (loc median +-6y (n=10), typ 198d); was missing"
ca001037.tif,"Dallas, TX",1939-02-01,end_date,1939-02-01,1940-09-01,copied from same-date twin
ca001035.tif,"Dallas, TX",1941-08-01,end_date,,1942-02-19,"date + typical period (loc median +-6y (n=11), typ 202d); was missing"
ca001027.tif,"Dallas, TX",1944-08-24,end_date,1944-08-24,1945-09-25,copied from same-date twin
ca001030.tif,"Dallas, TX",1945-09-25,end_date,1945-09-25,1946-03-05,copied from same-date twin
ca001000r.tif,"Dallas, TX",1961-03-07,end_date,,1961-09-05,"date + typical period (loc median +-6y (n=15), typ 182d); was missing"
ca001074.tif,"Del Rio, TX",1937-11-01,end_date,,1938-05-04,"date + typical period (loc median +-12y (n=7), typ 184d); was missing"
ca001069.tif,"Del Rio, TX",1946-01-01,end_date,,1946-07-04,"date + typical period (loc median +-6y (n=10), typ 184d); was missing"
ca001051r.tif,"Del Rio, TX",1960-08-01,end_date,,1961-08-01,"date + typical period (loc median +-6y (n=6), typ 365d); was missing"
ca001050r.tif,"Del Rio, TX",1964-11-01,end_date,,1965-10-16,"date + typical period (loc median +-12y (n=10), typ 349d); was missing"
ca001048r.tif,"Del Rio, TX",1967-11-09,end_date,,1968-11-07,"date + typical period (loc median +-12y (n=5), typ 364d); was missing"
ca001123.tif,"Denver, CO",1936-03-01,end_date,,1937-01-28,"date + typical period (loc median +-6y (n=4), typ 333d); was missing"
ca001084r.tif,"Denver, CO",1960-11-18,end_date,,1961-05-20,"date + typical period (loc median +-6y (n=14), typ 183d); was missing"
ca001083r.tif,"Denver, CO",1963-06-27,end_date,,1963-12-29,"date + typical period (loc median +-6y (n=13), typ 185d); was missing"
ca001179.tif,"Des Moine, IA",1934-09-01,end_date,1934-09-01,1935-02-01,copied from same-date twin
ca001176.tif,"Des Moine, IA",1936-09-01,end_date,,1937-03-02,"date + typical period (loc median +-6y (n=6), typ 182d); was missing"
ca001173.tif,"Des Moine, IA",1939-04-01,end_date,1939-04-01,1939-09-30,"date + typical period (loc median +-6y (n=8), typ 182d); was zero-length"
ca001174.tif,"Des Moine, IA",1939-04-01,end_date,,1939-09-30,copied from same-date twin
ca001170.tif,"Des Moine, IA",1942-03-01,end_date,,1942-08-31,"date + typical period (loc median +-6y (n=10), typ 183d); was missing"
ca001137r.tif,"Des Moine, IA",1960-12-01,end_date,,1961-06-01,"date + typical period (loc median +-6y (n=15), typ 182d); was missing"
ca001136r.tif,"Des Moine, IA",1963-05-02,end_date,,1963-10-25,"date + typical period (loc median +-6y (n=15), typ 176d); was missing"
ca001181.tif,"Detroit, MI",1931-06-01,end_date,,1932-01-29,"date + typical period (loc median +-6y (n=7), typ 242d); was missing"
ca001194r.tif,"Detroit, MI",1960-11-30,end_date,,1961-06-04,"date + typical period (loc median +-6y (n=15), typ 186d); was missing"
ca001280.tif,"Douglas, AZ",1939-01-01,end_date,,1940-03-08,"date + typical period (loc median +-6y (n=6), typ 432d); was missing"
ca001274.tif,"Douglas, AZ",1945-03-01,end_date,1945-03-01,1946-02-05,copied from same-date twin
ca001275.tif,"Douglas, AZ",1945-03-01,end_date,1945-03-01,1946-02-05,copied from same-date twin
ca001249r.tif,"Douglas, AZ",1961-03-10,end_date,,1962-03-06,"date + typical period (loc median +-6y (n=8), typ 361d); was missing"
ca001329.tif,"Dubuque, IA",1937-06-01,end_date,,1937-12-08,"date + typical period (loc median +-12y (n=9), typ 190d); was missing"
ca001328.tif,"Dubuque, IA",1939-04-01,end_date,,1939-12-16,"date + typical period (loc median +-6y (n=4), typ 259d); was missing"
ca001326.tif,"Dubuque, IA",1941-10-01,end_date,1941-10-01,1942-06-04,copied from same-date twin
ca001325.tif,"Dubuque, IA",1942-06-04,end_date,,1943-02-04,"date + typical period (loc median +-6y (n=6), typ 245d); was missing"
ca001322.tif,"Dubuque, IA",1945-10-01,end_date,,1946-04-06,"date + typical period (loc median +-6y (n=12), typ 187d); was missing"
ca001318.tif,"Dubuque, IA",1948-06-04,end_date,1948-06-04,1948-12-11,copied from same-date twin
ca001306r.tif,"Dubuque, IA",1955-06-13,end_date,,1955-12-13,"snapped to next edition start (loc median +-6y (n=18), typ 185d); was missing"
ca001296r.tif,"Dubuque, IA",1960-12-12,end_date,,1961-06-13,"date + typical period (loc median +-6y (n=13), typ 183d); was missing"
ca001365.tif,"Duluth, MN",1936-09-01,end_date,,1937-03-13,"date + typical period (loc median +-12y (n=11), typ 193d); was missing"
ca001338r.tif,"Duluth, MN",1960-04-19,end_date,,1961-04-18,"date + typical period (loc median +-6y (n=7), typ 364d); was missing"
ca001415r.tif,"El Paso, TX",1961-03-03,end_date,,1961-08-31,"date + typical period (loc median +-6y (n=16), typ 181d); was missing"
ca001403.tif,"Elko, NV",1939-03-01,end_date,,1939-11-01,"date + typical period (loc median +-6y (n=8), typ 245d); was missing"
ca001373r.tif,"Elko, NV",1960-10-19,end_date,,1961-10-18,"date + typical period (loc median +-6y (n=7), typ 364d); was missing"
ca001493.tif,"Fargo, ND",1944-12-07,end_date,1944-12-07,1945-11-27,copied from same-date twin
ca001494.tif,"Fargo, ND",1944-12-07,end_date,1944-12-07,1945-11-27,copied from same-date twin
ca001485.tif,"Fargo, ND",1949-05-19,end_date,1949-05-19,1949-11-18,copied from same-date twin
ca001470r.tif,"Fargo, ND",1960-05-05,end_date,,1961-04-28,"date + typical period (loc median +-6y (n=8), typ 358d); was missing"
ca001458r.tif,"Fargo, ND",1970-03-05,end_date,1970-03-05,1970-08-20,copied from same-date twin
ca001533.tif,"Glacier Park, MT",1935-09-01,end_date,,1936-08-31,"date + typical period (loc median +-12y (n=5), typ 365d); was missing"
ca001529.tif,"Glacier Park, MT",1941-06-01,end_date,1941-06-01,1942-06-01,copied from same-date twin
ca001526.tif,"Glacier Park, MT",1945-04-26,end_date,1945-04-26,1946-02-11,"date + typical period (loc median +-6y (n=8), typ 291d); was zero-length"
ca001527.tif,"Glacier Park, MT",1945-04-26,end_date,,1946-02-11,copied from same-date twin
ca001522.tif,"Glacier Park, MT",1948-05-05,end_date,,1948-12-08,"date + typical period (loc median +-6y (n=11), typ 217d); was missing"
ca001510r.tif,"Glacier Park, MT",1960-11-01,end_date,,1961-11-13,"date + typical period (loc median +-6y (n=6), typ 377d); was missing"
ca001565.tif,"Grand Canyon, AZ",1938-12-01,end_date,,1939-11-23,"date + typical period (loc median +-6y (n=5), typ 357d); was missing"
ca001563.tif,"Grand Canyon, AZ",1942-06-25,end_date,,1943-02-26,"date + typical period (loc median +-6y (n=10), typ 246d); was missing"
ca001561.tif,"Grand Canyon, AZ",1944-02-10,end_date,1944-02-10,1945-02-01,copied from same-date twin
ca001553.tif,"Grand Canyon, AZ",1949-03-02,end_date,,1949-09-01,"date + typical period (loc median +-6y (n=13), typ 183d); was missing"
ca001547r.tif,"Grand Canyon, AZ",1953-09-15,end_date,,1954-03-24,"date + typical period (loc median +-6y (n=10), typ 190d); was missing"
ca001542r.tif,"Grand Canyon, AZ",1960-09-28,end_date,,1961-09-20,"date + typical period (loc median +-6y (n=6), typ 357d); was missing"
ca001534r.tif,"Grand Canyon, AZ",1969-05-29,end_date,,1969-12-11,"date + typical period (loc median +-6y (n=7), typ 196d); was missing"
ca001602.tif,"Grand Junction, CO",1938-12-01,end_date,,1939-07-03,"date + typical period (loc median +-6y (n=7), typ 214d); was missing"
ca001600.tif,"Grand Junction, CO",1942-06-18,end_date,,1943-01-14,"date + typical period (loc median +-6y (n=11), typ 210d); was missing"
ca001596.tif,"Grand Junction, CO",1945-02-15,end_date,1945-02-15,1946-02-19,copied from same-date twin
ca001582r.tif,"Grand Junction, CO",1954-03-10,end_date,,1954-09-19,"date + typical period (loc median +-6y (n=12), typ 193d); was missing"
ca001581r.tif,"Grand Junction, CO",1955-09-28,end_date,,1956-04-08,"date + typical period (loc median +-6y (n=10), typ 193d); was missing"
ca001577r.tif,"Grand Junction, CO",1960-09-23,end_date,,1961-09-22,"date + typical period (loc median +-6y (n=5), typ 364d); was missing"
ca001654.tif,"Green Bay, WI",1936-10-01,end_date,,1937-04-15,"date + typical period (loc median +-12y (n=9), typ 196d); was missing"
ca001652.tif,"Green Bay, WI",1939-02-01,end_date,1939-02-01,1939-08-16,"date + typical period (loc median +-6y (n=4), typ 196d); was zero-length"
ca001653.tif,"Green Bay, WI",1939-02-01,end_date,,1939-08-16,copied from same-date twin
ca001650.tif,"Green Bay, WI",1941-10-01,end_date,1941-10-01,1942-06-25,copied from same-date twin
ca001648.tif,"Green Bay, WI",1942-12-03,end_date,,1943-06-17,"date + typical period (loc median +-6y (n=10), typ 196d); was missing"
ca001618r.tif,"Green Bay, WI",1960-11-08,end_date,,1961-05-08,"date + typical period (loc median +-6y (n=11), typ 181d); was missing"
